Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Month Name,Year
BS0000820,25-07-2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.510836,Daylight,City of London,None,-0.093319,2,2,City of London,Dry,Dual carriageway,30,31-12-1899 17:40:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,July,2021
BS0000821,30-07-2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.515648,Daylight,City of London,None,-0.07957,1,2,City of London,Dry,Single carriageway,30,31-12-1899 16:00:00,Urban,Fine no high winds,Car,July,2021
BS0000822,31-07-2021,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.510818,Daylight,City of London,None,-0.08669,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 14:10:00,Urban,Fine no high winds,Car,July,2021
BS0000823,30-07-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.51719,Daylight,City of London,None,-0.108044,1,2,City of London,Dry,Single carriageway,30,31-12-1899 14:52:00,Urban,Fine no high winds,Car,July,2021
BS0000824,01-07-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.506526,Darkness - lights lit,Southwark,None,-0.088167,2,1,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 01:00:00,Urban,Fine no high winds,Car,July,2021
BS0000825,06-07-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.513083,Daylight,City of London,None,-0.104323,1,1,City of London,Dry,Single carriageway,30,31-12-1899 09:22:00,Urban,Fine no high winds,Car,July,2021
BS0000826,07-07-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.510984,Daylight,City of London,None,-0.108013,1,1,City of London,Wet or damp,Dual carriageway,30,31-12-1899 14:50:00,Urban,Raining no high winds,Car,July,2021
BS0000827,07-07-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.52139,Daylight,Hackney,None,-0.078751,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 18:44:00,Urban,Fine no high winds,Car,July,2021
BS0000828,08-07-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513652,Daylight,City of London,None,-0.083977,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 10:20:00,Urban,Fine no high winds,Car,July,2021
BS0000829,08-07-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509535,Daylight,City of London,None,-0.079683,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 09:20:00,Urban,Fine no high winds,Car,July,2021
BS0000830,10-07-2021,Friday,Auto traffic signal,Crossroads,Slight,51.517414,Daylight,City of London,None,-0.088576,1,1,City of London,Dry,Single carriageway,30,31-12-1899 15:55:00,Urban,Fine no high winds,Car,July,2021
BS0000831,10-07-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.510896,Daylight,City of London,None,-0.10254,1,2,City of London,Dry,Single carriageway,30,31-12-1899 18:10:00,Urban,Fine no high winds,Car,July,2021
BS0000832,12-07-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50953,Darkness - lights lit,City of London,None,-0.079395,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 02:51:00,Urban,Raining no high winds,Taxi/Private hire car,July,2021
BS0000833,06-08-2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.509059,Daylight,City of London,None,-0.083594,1,1,City of London,Wet or damp,Dual carriageway,30,31-12-1899 18:30:00,Urban,Raining no high winds,Car,August,2021
BS0000834,09-08-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513278,Daylight,City of London,None,-0.088605,1,1,City of London,Dry,Single carriageway,30,31-12-1899 18:59:00,Urban,Fine no high winds,Motorcycle over 500cc,August,2021
BS0000835,10-08-2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.509925,Daylight,City of London,None,-0.08154,1,2,City of London,Dry,Single carriageway,30,31-12-1899 17:13:00,Urban,Fine no high winds,Other vehicle,August,2021
BS0000836,10-08-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513275,Daylight,City of London,None,-0.088461,1,2,City of London,Dry,Single carriageway,30,31-12-1899 18:01:00,Urban,Fine no high winds,Car,August,2021
BS0000837,10-08-2021,Monday,Auto traffic signal,T or staggered junction,Serious,51.510652,Daylight,City of London,None,-0.093038,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 08:34:00,Urban,Fine no high winds,Car,August,2021
BS0000838,11-08-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.513207,Daylight,City of London,None,-0.084284,4,2,City of London,Dry,Single carriageway,30,31-12-1899 08:38:00,Urban,Fine no high winds,Motorcycle 125cc and under,August,2021
BS0000839,11-08-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.510211,Daylight,City of London,None,-0.082537,1,3,City of London,Dry,Single carriageway,30,31-12-1899 09:10:00,Urban,Fine no high winds,Car,August,2021
BS0000840,16-08-2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.509424,Daylight,Tower Hamlets,None,-0.07839,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:33:00,Urban,Fine no high winds,Car,August,2021
BS0000841,18-08-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.509118,Daylight,City of London,None,-0.087194,3,4,City of London,Dry,Dual carriageway,30,31-12-1899 08:20:00,Urban,Fine no high winds,Car,August,2021
BS0000842,25-08-2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.518873,Daylight,City of London,None,-0.100911,1,2,City of London,Dry,Single carriageway,30,31-12-1899 16:38:00,Urban,Fine no high winds,Car,August,2021
BS0000843,14-08-2021,Friday,Auto traffic signal,T or staggered junction,Serious,51.518706,Daylight,City of London,None,-0.079585,1,2,City of London,Dry,Single carriageway,30,31-12-1899 15:00:00,Urban,Fine no high winds,Car,August,2021
BS0000844,30-08-2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.511967,Darkness - lights lit,City of London,None,-0.102063,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 05:37:00,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t,August,2021
BS0000845,10-09-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.511145,Daylight,City of London,None,-0.073706,1,2,City of London,Dry,Single carriageway,30,31-12-1899 11:00:00,Urban,Fine no high winds,Taxi/Private hire car,September,2021
BS0000846,01-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.515721,Daylight,City of London,None,-0.10061,1,2,City of London,Dry,Single carriageway,30,31-12-1899 13:40:00,Urban,Fine no high winds,Car,October,2021
BS0000847,28-09-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.51131,Daylight,City of London,None,-0.089264,1,2,City of London,Dry,Single carriageway,30,31-12-1899 09:00:00,Urban,Fine no high winds,Car,September,2021
BS0000848,14-09-2021,Monday,Auto traffic signal,Crossroads,Slight,51.517147,Daylight,City of London,None,-0.088731,1,2,City of London,Dry,Single carriageway,30,31-12-1899 14:55:00,Urban,Fine no high winds,Car,September,2021
BS0000849,03-09-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.515361,Daylight,City of London,None,-0.089527,4,1,City of London,Dry,Single carriageway,30,31-12-1899 12:33:00,Urban,Fine no high winds,Car,September,2021
BS0000850,08-09-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.511632,Darkness - lights lit,City of London,None,-0.081468,1,2,City of London,Dry,Single carriageway,30,31-12-1899 19:34:00,Urban,Fine no high winds,Bus or coach (17 or more pass seats),September,2021
BS0000851,08-09-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.510149,Daylight,City of London,None,-0.089745,1,2,City of London,Dry,Single carriageway,30,31-12-1899 09:40:00,Urban,Fine no high winds,Agricultural vehicle,September,2021
BS0000852,10-09-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.510742,Daylight,City of London,None,-0.093035,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 09:27:00,Urban,Fine no high winds,Motorcycle over 500cc,September,2021
BS0000853,09-09-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.514893,Daylight,City of London,None,-0.082916,1,1,City of London,Dry,Single carriageway,30,31-12-1899 18:40:00,Urban,Fine no high winds,Car,September,2021
BS0000854,22-09-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.512005,Daylight,City of London,None,-0.104367,1,2,City of London,Dry,Single carriageway,30,31-12-1899 08:43:00,Urban,Fine no high winds,Motorcycle over 500cc,September,2021
BS0000855,24-09-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.511819,Daylight,City of London,Pedestrian in carriageway - not injured,-0.098466,1,1,City of London,Dry,Single carriageway,30,31-12-1899 08:35:00,Urban,Fine no high winds,Car,September,2021
BS0000856,04-09-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.518171,Darkness - lights lit,City of London,None,-0.079896,2,1,City of London,Dry,Single carriageway,30,31-12-1899 19:42:00,Urban,Fine no high winds,Motorcycle over 500cc,September,2021
BS0000857,23-09-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.513467,Daylight,City of London,None,-0.100271,1,1,City of London,Dry,Single carriageway,30,31-12-1899 09:39:00,Urban,Fine no high winds,Motorcycle 125cc and under,September,2021
BS0000858,27-09-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.510592,Darkness - lights lit,City of London,None,-0.083818,1,1,City of London,Dry,Single carriageway,30,31-12-1899 06:01:00,Urban,Fine no high winds,Car,September,2021
BS0000859,28-09-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.509644,Daylight,City of London,None,-0.080831,1,2,City of London,Dry,Single carriageway,30,31-12-1899 18:20:00,Urban,Fine no high winds,Car,September,2021
BS0000860,25-09-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.51025,Darkness - lights lit,City of London,None,-0.090461,1,1,City of London,Dry,Dual carriageway,30,31-12-1899 19:30:00,Urban,Fine no high winds,Bus or coach (17 or more pass seats),September,2021
BS0000861,25-09-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.513179,Darkness - lights lit,City of London,None,-0.09913,1,1,City of London,Dry,Single carriageway,30,31-12-1899 01:53:00,Urban,Fine no high winds,Taxi/Private hire car,September,2021
BS0000862,24-09-2021,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,51.515249,Daylight,City of London,None,-0.104809,1,2,City of London,Dry,Single carriageway,30,31-12-1899 17:17:00,Urban,Fine no high winds,Car,September,2021
BS0000863,22-09-2021,Tuesday,Auto traffic signal,T or staggered junction,Fatal,51.509556,Darkness - lights lit,City of London,None,-0.086455,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 06:15:00,Urban,Fine no high winds,Car,September,2021
BS0000864,21-09-2021,Monday,Auto traffic signal,T or staggered junction,Fatal,51.515716,Daylight,City of London,None,-0.100322,1,3,City of London,Dry,Single carriageway,30,31-12-1899 12:20:00,Urban,Fine no high winds,Motorcycle over 500cc,September,2021
BS0000865,19-09-2021,Saturday,Give way or uncontrolled,T or staggered junction,Fetal,51.513656,Daylight,City of London,None,-0.10084,1,2,City of London,Dry,Single carriageway,30,31-12-1899 13:03:00,Urban,Fine no high winds,Car,September,2021
BS0000866,17-09-2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Fetal,51.511005,Daylight,City of London,None,-0.087115,1,1,City of London,Dry,Single carriageway,30,31-12-1899 13:19:00,Urban,Fine no high winds,Car,September,2021
BS0000867,15-09-2021,Tuesday,Give way or uncontrolled,More than 4 arms (not roundabout),Fetal,51.511476,Daylight,City of London,None,-0.077439,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 19:00:00,Urban,Raining + high winds,Car,September,2021
BS0000868,15-09-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.511911,Daylight,City of London,None,-0.098607,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 17:34:00,Urban,Raining no high winds,Car,September,2021
BS0000869,08-09-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.513656,Daylight,City of London,None,-0.111938,1,2,City of London,Dry,Single carriageway,30,31-12-1899 08:45:00,Urban,Fine no high winds,Car,September,2021
BS0000870,05-09-2021,Saturday,Auto traffic signal,Crossroads,Fetal,51.520314,Darkness - lights lit,City of London,None,-0.078941,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 06:06:00,Urban,Fine no high winds,Car,September,2021
BS0000871,02-09-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.510456,Daylight,City of London,None,-0.092038,1,2,City of London,Wet or damp,Dual carriageway,30,31-12-1899 19:00:00,Urban,Raining no high winds,Car,September,2021
BS0000872,28-10-2021,Wednesday,Auto traffic signal,Crossroads,Fetal,51.517408,Daylight,City of London,None,-0.093765,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 09:14:00,Urban,Fine no high winds,Car,October,2021
BS0000873,22-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Fetal,51.515334,Daylight,City of London,None,-0.093419,1,2,City of London,Dry,Single carriageway,30,31-12-1899 12:26:00,Urban,Fine no high winds,Car,October,2021
BS0000874,29-10-2021,Thursday,Auto traffic signal,T or staggered junction,Fetal,51.509024,Daylight,City of London,None,-0.081433,2,4,City of London,Dry,Dual carriageway,30,31-12-1899 09:04:00,Urban,Fine no high winds,Car,October,2021
BS0000875,26-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Fetal,51.511551,Daylight,City of London,None,-0.087524,1,1,City of London,Dry,Single carriageway,30,31-12-1899 09:56:00,Urban,Fine no high winds,Motorcycle 125cc and under,October,2021
BS0000876,23-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Fetal,51.511469,Daylight,City of London,None,-0.082484,1,1,City of London,Dry,Single carriageway,30,31-12-1899 16:50:00,Urban,Fine no high winds,Car,October,2021
BS0000877,29-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.514101,Darkness - lights lit,City of London,None,-0.083959,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 19:32:00,Urban,Fine no high winds,Car,October,2021
BS0000878,28-10-2021,Wednesday,Auto traffic signal,T or staggered junction,Serious,51.51173,Daylight,City of London,None,-0.104091,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 08:03:00,Urban,Fine no high winds,Car,October,2021
BS0000879,21-10-2021,Wednesday,Give way or uncontrolled,Private drive or entrance,Serious,51.516422,Daylight,City of London,None,-0.105049,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 13:05:00,Urban,Raining no high winds,Car,October,2021
BS0000880,20-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.510282,Daylight,City of London,None,-0.086857,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 17:45:00,Urban,Fine no high winds,Car,October,2021
BS0000881,30-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.510703,Daylight,City of London,None,-0.08511,1,1,City of London,Dry,Single carriageway,30,31-12-1899 08:50:00,Urban,Fine no high winds,Car,October,2021
BS0000882,20-10-2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.520453,Daylight,Hackney,None,-0.081962,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:10:00,Urban,Fine no high winds,Car,October,2021
BS0000883,16-10-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50912,Daylight,City of London,None,-0.087338,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 12:45:00,Urban,Fine no high winds,Car,October,2021
BS0000884,15-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.519175,Darkness - lights lit,City of London,None,-0.102917,1,2,City of London,Dry,Single carriageway,30,31-12-1899 20:40:00,Urban,Fine no high winds,Car,October,2021
BS0000885,08-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.510625,Daylight,City of London,None,-0.085834,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 18:23:00,Urban,Fine no high winds,Car,October,2021
BS0000886,08-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.509641,Daylight,City of London,None,-0.080687,1,2,City of London,Dry,Single carriageway,30,31-12-1899 14:30:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,October,2021
BS0000887,07-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.517683,Darkness - lights lit,City of London,None,-0.105141,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 18:33:00,Urban,Raining no high winds,Car,October,2021
BS0000888,06-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.51387,Daylight,City of London,None,-0.075321,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 08:20:00,Urban,Fine no high winds,Car,October,2021
BS0000889,05-10-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.510594,Daylight,City of London,None,-0.083962,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 10:07:00,Urban,Raining no high winds,Car,October,2021
BS0000890,05-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.513312,Daylight,City of London,Pedestrian in carriageway - not injured,-0.079668,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 16:10:00,Urban,Fine no high winds,Car,October,2021
BS0000891,02-10-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.510918,Darkness - lights lit,City of London,None,-0.087263,1,2,City of London,Dry,Single carriageway,30,31-12-1899 23:40:00,Urban,Fine no high winds,Car,October,2021
BS0000892,01-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.516572,Daylight,City of London,None,-0.103169,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 08:10:00,Urban,Fine no high winds,Car,October,2021
BS0000893,01-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.509454,Darkness - lights lit,City of London,None,-0.080262,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 06:40:00,Urban,Fine no high winds,Car,October,2021
BS0000894,04-11-2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.513836,Daylight,City of London,None,-0.100832,1,2,City of London,Dry,Single carriageway,30,31-12-1899 13:14:00,Urban,Fine no high winds,Car,November,2021
BS0000895,01-11-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.511635,Darkness - lights lit,City of London,None,-0.081612,1,2,City of London,Dry,Single carriageway,30,31-12-1899 02:35:00,Urban,Fine no high winds,Car,November,2021
BS0000896,26-12-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514467,Daylight,City of London,None,-0.089852,1,1,City of London,Dry,Single carriageway,30,31-12-1899 11:43:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,December,2021
BS0000897,31-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.51376,Daylight,City of London,None,-0.1017,1,1,City of London,Dry,Single carriageway,30,31-12-1899 13:32:00,Urban,Fine no high winds,Car,December,2021
BS0000898,18-12-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518189,Daylight,City of London,None,-0.103102,1,2,City of London,Dry,Single carriageway,30,31-12-1899 11:30:00,Urban,Fine no high winds,Car,December,2021
BS0000899,08-12-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.51614,Daylight,City of London,None,-0.082143,1,1,City of London,Dry,Dual carriageway,30,31-12-1899 14:15:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,December,2021
BS0000900,16-12-2021,Wednesday,Give way or uncontrolled,Slip road,Slight,51.510031,Daylight,City of London,None,-0.08802,1,1,City of London,Snow,Single carriageway,30,31-12-1899 10:03:00,Urban,Snowing no high winds,Car,December,2021
BS0000901,17-12-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513444,Daylight,City of London,None,-0.082257,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 08:52:00,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over,December,2021
BS0000902,14-12-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.513257,Daylight,City of London,None,-0.081832,2,1,City of London,Dry,Single carriageway,30,31-12-1899 15:10:00,Urban,Fine no high winds,Car,December,2021
BS0000903,11-12-2021,Friday,Auto traffic signal,Crossroads,Slight,51.51604,Darkness - lights lit,City of London,None,-0.081571,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 20:40:00,Urban,Fine no high winds,Car,December,2021
BS0000904,23-12-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.517593,Darkness - lights lit,City of London,None,-0.105144,5,2,City of London,Dry,Single carriageway,30,31-12-1899 22:45:00,Urban,Fine no high winds,Taxi/Private hire car,December,2021
BS0000905,23-12-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.511803,Darkness - lights lit,City of London,None,-0.080884,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 18:48:00,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over,December,2021
BS0000906,12-12-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.510279,Daylight,City of London,None,-0.086713,1,2,City of London,Wet or damp,Dual carriageway,30,31-12-1899 11:09:00,Urban,Fine no high winds,Car,December,2021
BS0000907,10-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.51512,Darkness - lights lit,City of London,None,-0.102364,1,2,City of London,Dry,One way street,30,31-12-1899 21:00:00,Urban,Fine no high winds,Car,December,2021
BS0000908,02-12-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.517595,Darkness - lights lit,City of London,None,-0.105288,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 16:00:00,Urban,Raining no high winds,Car,December,2021
BS0000909,17-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.513864,Darkness - lights lit,City of London,None,-0.102561,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 17:10:00,Urban,Fine no high winds,Car,December,2021
BS0000910,02-12-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.5135,Daylight,City of London,None,-0.09119,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 08:55:00,Urban,Raining no high winds,Car,December,2021
BS0000911,03-12-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.51605,Daylight,City of London,None,-0.082147,1,1,City of London,Dry,Dual carriageway,30,31-12-1899 08:25:00,Urban,Fine no high winds,Car,December,2021
BS0000912,08-12-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.515723,Darkness - lights lit,City of London,None,-0.084179,2,1,City of London,Dry,Single carriageway,30,31-12-1899 16:59:00,Urban,Fine no high winds,Car,December,2021
BS0000913,03-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.518452,Daylight,City of London,None,-0.102658,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 09:30:00,Urban,Raining no high winds,Car,December,2021
BS0000914,10-12-2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.510984,Darkness - lights lit,City of London,None,-0.102392,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 05:15:00,Urban,Fine no high winds,Car,December,2021
BS0000915,04-12-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.513014,Darkness - lights lit,City of London,None,-0.077951,1,1,City of London,Dry,Single carriageway,30,31-12-1899 07:27:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,December,2021
BS0000916,09-12-2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.519985,Daylight,City of London,None,-0.097405,1,2,City of London,Dry,Single carriageway,30,31-12-1899 10:00:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,December,2021
BS0000917,08-12-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.514069,Darkness - lights lit,City of London,None,-0.104138,1,1,City of London,Dry,Single carriageway,30,31-12-1899 23:30:00,Urban,Fine no high winds,Car,December,2021
BS0000918,08-12-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.51693,Darkness - lights lit,City of London,None,-0.080957,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 19:55:00,Urban,Fine no high winds,Motorcycle over 500cc,December,2021
BS0000919,08-12-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.510564,Daylight,City of London,None,-0.093186,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 09:58:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,December,2021
BS0000920,07-12-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.516628,Daylight,City of London,None,-0.106626,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 13:25:00,Urban,Fine no high winds,Car,December,2021
BS0000921,06-12-2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.519896,Darkness - lights lit,City of London,None,-0.097409,2,2,City of London,Dry,Single carriageway,30,31-12-1899 18:08:00,Urban,Fine no high winds,Car,December,2021
BS0000922,05-12-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.51142,Darkness - lights lit,City of London,None,-0.079459,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 23:35:00,Urban,Fine no high winds,Car,December,2021
BS0000923,04-12-2021,Friday,Auto traffic signal,Crossroads,Slight,51.51604,Daylight,City of London,None,-0.081571,1,2,City of London,Dry,Single carriageway,30,31-12-1899 14:58:00,Urban,Fine no high winds,Car,December,2021
BS0000924,04-12-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.515271,Daylight,City of London,None,-0.089531,2,1,City of London,Dry,Single carriageway,30,31-12-1899 10:59:00,Urban,Fine no high winds,Motorcycle over 500cc,December,2021
BS0000925,28-11-2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.514664,Daylight,City of London,None,-0.074422,1,2,City of London,Wet or damp,Single carriageway,30,31-12-1899 07:38:00,Urban,Raining no high winds,Car,November,2021
BS0000926,28-11-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.512962,Darkness - lights lit,City of London,Pedestrian in carriageway - not injured,-0.096833,2,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 03:36:00,Urban,Raining no high winds,Car,November,2021
BS0000927,27-11-2021,Friday,Auto traffic signal,Crossroads,Slight,51.516343,Daylight,City of London,None,-0.083576,1,2,City of London,Dry,Single carriageway,30,31-12-1899 10:18:00,Urban,Fine no high winds,Taxi/Private hire car,November,2021
BS0000928,24-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.515157,Daylight,City of London,None,-0.104669,1,2,City of London,Dry,Single carriageway,30,31-12-1899 09:55:00,Urban,Fine no high winds,Car,November,2021
BS0000929,18-11-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513892,Daylight,City of London,None,-0.093191,1,2,City of London,Dry,Single carriageway,30,31-12-1899 09:00:00,Urban,Fine no high winds,Car,November,2021
BS0000930,20-11-2021,Friday,Auto traffic signal,Crossroads,Slight,51.513385,Daylight,City of London,None,-0.084133,1,1,City of London,Wet or damp,Single carriageway,30,31-12-1899 07:40:00,Urban,Raining + high winds,Car,November,2021
BS0000931,18-11-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508229,Darkness - lights lit,City of London,None,-0.087808,1,2,City of London,Dry,Dual carriageway,30,31-12-1899 17:30:00,Urban,Fine no high winds,Car,November,2021
